647e04f424d1d178f9ebda5b,64788dfd295e2f184e55d20f,ddd,1685980404085-377005191.jpg,Damaged road,14.845142580070231,120.81014407417287, Hipolito,Malolos,unverified,Mon Jun 05 2023 23:53:24 GMT+0800 (China Standard Time),Mon Jun 05 2023 23:53:24 GMT+0800 (China Standard Time),0
647e04ff24d1d178f9ebda5d,64788dfd295e2f184e55d20f,ddd,1685980415057-316606786.jpg,Damaged road,14.843841671801838,120.80895543476505, Hipolito,Malolos,unverified,Mon Jun 05 2023 23:53:35 GMT+0800 (China Standard Time),Mon Jun 05 2023 23:53:35 GMT+0800 (China Standard Time),0
647e050824d1d178f9ebda5f,64788dfd295e2f184e55d20f,ddd,1685980424635-299515902.jpg,Damaged road,14.842188669015396,120.8024836287918, Jacinto,Malolos,unverified,Mon Jun 05 2023 23:53:44 GMT+0800 (China Standard Time),Mon Jun 05 2023 23:53:44 GMT+0800 (China Standard Time),0
647e050e24d1d178f9ebda61,64788dfd295e2f184e55d20f,ddd,1685980430724-729822952.jpg,Damaged road,14.8438946702034,120.80016620020294, ,Malolos,unverified,Mon Jun 05 2023 23:53:50 GMT+0800 (China Standard Time),Mon Jun 05 2023 23:53:50 GMT+0800 (China Standard Time),0
6491cc96c1175b2b4597f306,64788dfd295e2f184e55d20f,Eiidi,1687276694452_336757281.mp4,Damaged road,14.845956412035116,120.80693855331164, Masikap,Malolos,unverified,Tue Jun 20 2023 23:58:14 GMT+0800 (China Standard Time),Tue Jun 20 2023 23:58:14 GMT+0800 (China Standard Time),0
6491cc97c1175b2b4597f30e,647ff607402b8d9ff09e5cdc,Eiidi,1687276695639_650848124.mp4,Damaged road,14.845956412035116,120.80693855331164, Masikap,Malolos,unverified,Tue Jun 20 2023 23:58:15 GMT+0800 (China Standard Time),Tue Jun 20 2023 23:58:15 GMT+0800 (China Standard Time),0
6491cc98c1175b2b4597f310,647ff607402b8d9ff09e5cdc,Eiidi,1687276695840_361994208.mp4,Damaged road,14.845956412035116,120.80693855331164, Masikap,Malolos,unverified,Tue Jun 20 2023 23:58:16 GMT+0800 (China Standard Time),Tue Jun 20 2023 23:58:16 GMT+0800 (China Standard Time),0
6491cc98c1175b2b4597f312,647ff607402b8d9ff09e5cdc,Eiidi,1687276696046_164783690.mp4,Damaged road,14.845956412035116,120.80693855331164, Masikap,Malolos,unverified,Tue Jun 20 2023 23:58:16 GMT+0800 (China Standard Time),Tue Jun 20 2023 23:58:16 GMT+0800 (China Standard Time),0
6491cc98c1175b2b4597f314,647ff607402b8d9ff09e5cdc,Eiidi,1687276696042_693834102.mp4,Damaged road,14.845956412035116,120.80693855331164, Masikap,Malolos,unverified,Tue Jun 20 2023 23:58:16 GMT+0800 (China Standard Time),Tue Jun 20 2023 23:58:16 GMT+0800 (China Standard Time),0
64925c2229f9331b0169b5f1,647ff607402b8d9ff09e5cdc,Test,1687313442419_17362443.mp4,Damaged road,14.844972351510613,120.81109837234807, Hipolito,Malolos,unverified,Wed Jun 21 2023 10:10:42 GMT+0800 (China Standard Time),Wed Jun 21 2023 10:10:42 GMT+0800 (China Standard Time),0
64925c5a29f9331b0169b5fc,647ff607402b8d9ff09e5cdc,Test,1687313498127_459807169.mp4,Damaged road,14.844972351510613,120.81109837234807, Hipolito,Malolos,unverified,Wed Jun 21 2023 10:11:38 GMT+0800 (China Standard Time),Wed Jun 21 2023 10:11:38 GMT+0800 (China Standard Time),0
6495ae75a87808b2db42c197,64788dfd295e2f184e55d20f,Ifidi,1687531125724_138345347.mp4,Others,14.843238949965741,120.80602037573671, Hipolito,Malolos,ongoing,Fri Jun 23 2023 22:38:45 GMT+0800 (China Standard Time),Tue Jun 27 2023 19:42:22 GMT+0800 (China Standard Time),0
6495af17a87808b2db42c1a7,64788dfd295e2f184e55d20f,Pic,1687531286790_469385278.jpg,Damaged road,14.843579829586288,120.81118458611571, ,Malolos,unverified,Fri Jun 23 2023 22:41:27 GMT+0800 (China Standard Time),Fri Jun 23 2023 22:41:27 GMT+0800 (China Standard Time),0
6495b004a87808b2db42c1b2,64788dfd295e2f184e55d20f,Reupload test,1687531524398_742912519.mp4,Others,14.845388324655882,120.84520266320317, ,Malolos,unverified,Fri Jun 23 2023 22:45:24 GMT+0800 (China Standard Time),Fri Jun 23 2023 22:45:24 GMT+0800 (China Standard Time),0
64995cbc5782ebe4504ce4e2,6478a467c7fd97e8fb52e573,tyry,1687772346405_506701324.jpg,Damaged road,14.84141496318713,120.79954541316228, ,Malolos,unverified,Mon Jun 26 2023 17:39:08 GMT+0800 (China Standard Time),Mon Jun 26 2023 17:39:08 GMT+0800 (China Standard Time),0
649c47eeeb8029900971d6f7,64788dfd295e2f184e55d20f,ffff,1687963629147_189364809.png,Damaged road,14.846351458045843,120.80169118037419, ,Malolos,unverified,Wed Jun 28 2023 22:47:10 GMT+0800 (China Standard Time),Wed Jun 28 2023 22:47:10 GMT+0800 (China Standard Time),0
649c49d5eb8029900971d73f,64788dfd295e2f184e55d20f,Rfd,1687964114062_897610383.jpg,Damaged road,14.839505485763747,120.80599882213109, ,Malolos,unverified,Wed Jun 28 2023 22:55:17 GMT+0800 (China Standard Time),Wed Jun 28 2023 22:55:17 GMT+0800 (China Standard Time),0
649c4a01eb8029900971d741,64788dfd295e2f184e55d20f,Video mobile test,1687964158026_694992112.mp4,Damaged road,14.839505485763747,120.80599882213109, ,Malolos,unverified,Wed Jun 28 2023 22:56:01 GMT+0800 (China Standard Time),Wed Jun 28 2023 22:56:01 GMT+0800 (China Standard Time),0
